cell_id,cycle_number,capacity_ah,ambient_c,soh_pct,window_charge_ah,ic_peak_height,ic_peak_voltage,voltage_slope_v_per_s,cv_phase_seconds,temp_rise_c,temp_max_c
B0006,86,1.447148,24.0,72.3574,0.552502,3.099823,4.082203,0.000162,7201.281,1.901976,28.679484
B0006,87,1.446854,24.0,72.3427,0.553155,3.141312,4.077966,0.000161,7082.265,1.844593,29.195808
B0006,88,1.441674,24.0,72.0837,0.553003,3.128614,4.069492,0.000162,7187.25,1.806505,29.373049
B0006,89,1.54639,24.0,77.3195,0.604904,3.646155,4.052542,0.000139,6735.438,2.827376,29.147527
B0006,90,1.514706,24.0,75.7353,0.653822,3.537057,4.061017,0.00014,6854.641,1.724654,29.818833
B0006,91,1.498979,24.0,74.9489,0.627272,3.456021,4.05678,0.000145,6965.469,1.69083,29.655106
B0006,92,1.483111,24.0,74.1556,0.607058,3.363614,4.061017,0.000149,6976.64,1.644049,29.390309
B0006,93,1.472966,24.0,73.6483,0.587785,3.344716,4.065254,0.000152,6936.609,1.707574,29.205478
B0006,94,1.46276,24.0,73.138,0.576538,3.251099,4.069492,0.000155,7073.14,1.696882,29.153217
B0006,95,1.451836,24.0,72.5918,0.567162,3.276631,4.061017,0.000157,6697.89,1.696024,29.225245
B0006,96,1.446867,24.0,72.3434,0.558419,3.152481,4.073729,0.000159,7042.812,1.688472,29.215806
B0006,97,1.44138,24.0,72.069,0.550109,3.211584,4.065254,0.000161,6778.328,1.673193,29.223281
B0006,98,1.431211,24.0,71.5605,0.541851,3.244993,4.073729,0.000163,6715.594,1.679707,29.231873
B0006,99,1.426025,24.0,71.3012,0.534976,3.133106,4.082203,0.000165,7186.0,1.677834,29.272601
B0006,100,1.420488,24.0,71.0244,0.52952,3.056851,4.082203,0.000166,6657.829,1.663486,29.241857
B0006,101,1.420701,24.0,71.035,0.520586,3.041559,4.077966,0.000168,7132.281,1.663608,29.203986
B0006,102,1.452256,24.0,72.6128,0.512592,3.332654,4.069492,0.00016,7331.969,2.572001,29.530053
B0006,103,1.431558,24.0,71.5779,0.557937,3.181924,4.05678,0.000159,6691.031,1.630742,30.003137
B0006,104,1.415016,24.0,70.7508,0.536637,3.121504,4.082203,0.000164,6809.406,1.620661,29.808178
B0006,105,1.409731,24.0,70.4866,0.525193,3.119149,4.065254,0.000167,6720.953,1.61917,29.642738
B0006,106,1.404917,24.0,70.2459,0.510357,3.047067,4.086441,0.000171,7238.625,1.609995,29.424227
B0006,107,1.395164,24.0,69.7582,0.503458,3.0068,4.061017,0.000172,7260.64,1.648303,29.528182
B0006,108,1.394534,24.0,69.7267,0.502685,2.99293,4.077966,0.000173,7092.344,1.658272,29.841441
B0006,109,1.389317,24.0,69.4659,0.495572,2.987288,4.073729,0.000175,7161.234,1.600543,29.814016
B0006,110,1.383838,24.0,69.1919,0.483994,2.931699,4.065254,0.000178,6928.344,1.593205,29.432439
B0006,111,1.373681,24.0,68.6841,0.479602,3.033603,4.082203,0.000179,7172.219,1.651622,29.526379
B0006,112,1.378606,24.0,68.9303,0.480465,2.879993,4.082203,0.000179,6974.5,1.619592,29.785785
B0006,113,1.37376,24.0,68.688,0.478396,2.955796,4.065254,0.000179,6771.625,1.590261,29.938016
B0006,114,1.368258,24.0,68.4129,0.470726,2.93202,4.077966,0.000182,7245.063,1.572358,29.715785
B0006,115,1.363302,24.0,68.1651,0.461895,2.910186,4.082203,0.000184,7262.703,1.556557,29.466866
B0006,116,1.358097,24.0,67.9048,0.455973,2.826763,4.082203,0.000186,7144.75,1.596426,29.44904
B0006,117,1.353269,24.0,67.6635,0.457235,2.865419,4.069492,0.000186,6772.5,1.609841,29.801856
B0006,118,1.384161,24.0,69.208,0.461438,2.846684,4.082203,0.000185,7181.672,1.60649,30.136443
B0006,119,1.405147,24.0,70.2573,0.501715,3.140778,4.073729,0.000168,7098.375,2.200438,29.904597
B0006,120,1.378719,24.0,68.936,0.506032,3.075882,4.073729,0.000172,7067.094,1.548127,30.096384
B0006,121,1.368266,24.0,68.4133,0.482372,2.953346,4.073729,0.000178,7135.406,1.527692,29.633427
B0006,122,1.357315,24.0,67.8658,0.465619,2.926934,4.073729,0.000183,6853.984,1.556234,29.362319
B0006,123,1.352493,24.0,67.6247,0.457416,2.834993,4.086441,0.000185,7164.453,1.552832,29.30429
B0006,124,1.34741,24.0,67.3705,0.449256,2.877232,4.077966,0.000187,6886.312,1.568647,29.266472
B0006,125,1.337008,24.0,66.8504,0.443146,2.816292,4.086441,0.00019,7137.859,1.555399,29.274548
B0006,126,1.331235,24.0,66.5618,0.43691,2.779367,4.077966,0.000192,7166.984,1.544945,29.173428
B0006,127,1.32593,24.0,66.2965,0.430609,2.724617,4.090678,0.000194,7158.891,1.540949,29.053262
B0006,128,1.321579,24.0,66.0789,0.424518,2.796358,4.077966,0.000196,6855.422,1.550126,29.018351
B0006,129,1.326013,24.0,66.3006,0.460358,2.759932,4.086441,0.000189,7005.016,0.619876,29.673206
B0007,2,1.880637,24.0,94.0319,0.98502,5.597722,4.001695,9.3e-05,5255.625,0.993849,30.577385
B0007,3,1.880663,24.0,94.0331,0.964834,5.493624,3.997458,9.6e-05,5128.109,1.209883,30.663769
B0007,4,1.880771,24.0,94.0385,0.968457,5.419072,3.988983,9.6e-05,5122.594,1.092026,30.792246
B0007,5,1.879451,24.0,93.9725,0.968838,5.446893,3.988983,9.6e-05,5072.844,0.982031,30.893424
B0007,6,1.8807,24.0,94.035,0.963669,5.468363,3.99322,9.6e-05,5118.906,1.075523,30.821168
B0007,7,1.879935,24.0,93.9968,0.955041,5.538186,3.988983,9.7e-05,5073.437,1.325384,30.421911
B0007,8,1.881509,24.0,94.0754,0.953314,5.320977,3.984746,9.7e-05,4920.359,1.335515,30.518431
B0007,9,1.869691,24.0,93.4845,0.952153,5.432687,3.99322,9.8e-05,4987.766,1.145928,31.081278
B0007,10,1.870052,24.0,93.5026,0.950992,5.294589,3.997458,9.8e-05,4930.078,1.050001,31.240664
B0007,11,1.870044,24.0,93.5022,0.951986,5.311762,3.984746,9.8e-05,4970.234,0.98799,31.220977
B0007,12,1.859652,24.0,92.9826,0.889574,4.849642,3.980508,0.000105,4905.296,0.148615,30.225464
B0007,13,1.859075,24.0,92.9537,0.944318,5.299415,3.99322,9.9e-05,4889.5,0.922868,31.747378
B0007,14,1.859008,24.0,92.9504,0.942994,5.245428,3.99322,9.9e-05,4906.422,0.885185,31.779134
B0007,15,1.859362,24.0,92.9681,0.946998,5.376401,3.984746,9.9e-05,4902.922,0.78284,31.742574
B0007,16,1.858736,24.0,92.9368,0.938664,5.250281,3.984746,9.9e-05,4881.328,0.895252,31.367092
B0007,17,1.847817,24.0,92.3909,0.936186,5.220836,3.997458,0.0001,4911.984,0.840485,31.548325
B0007,18,1.848525,24.0,92.4263,0.93712,5.129947,3.980508,0.0001,4892.219,0.748935,31.877732
B0007,19,1.848379,24.0,92.4189,0.933064,5.13159,3.984746,0.0001,4916.281,0.801547,31.648274
B0007,20,1.880781,24.0,94.039,1.006958,5.767182,3.959322,9.1e-05,4983.125,3.809437,28.797587
B0007,21,1.881472,24.0,94.0736,1.008269,5.974335,3.99322,9.1e-05,4854.531,3.420516,29.156412
B0007,22,1.881095,24.0,94.0548,1.003772,5.655813,3.950847,9.2e-05,4869.875,3.095389,29.154423
B0007,23,1.871009,24.0,93.5504,0.986534,5.702993,3.99322,9.3e-05,4826.187,3.149195,28.714818
B0007,24,1.8702,24.0,93.51,0.986223,5.7259,3.988983,9.3e-05,4862.922,3.148599,28.533877
B0007,25,1.870672,24.0,93.5336,0.991879,5.686492,3.99322,9.3e-05,4860.359,3.093174,28.461616
B0007,26,1.859612,24.0,92.9806,0.980881,5.709896,3.988983,9.4e-05,4868.657,3.129312,28.386931
B0007,27,1.860034,24.0,93.0017,0.980612,5.657673,3.99322,9.4e-05,4878.297,3.114347,28.336535
B0007,28,1.859165,24.0,92.9583,0.976144,5.686653,3.99322,9.4e-05,4849.579,3.129455,28.234651
B0007,29,1.84814,24.0,92.407,0.974146,5.56514,3.997458,9.4e-05,4853.844,3.136848,28.256499
B0007,30,1.849202,24.0,92.4601,0.975699,5.555293,3.988983,9.4e-05,4845.438,3.111072,28.319211
B0007,31,1.862821,24.0,93.1411,0.976416,5.697531,3.988983,9.6e-05,4718.0,3.004396,28.734782
B0007,32,1.852085,24.0,92.6043,0.972171,5.54669,3.984746,9.7e-05,4804.734,2.932204,28.820227
B0007,33,1.84695,24.0,92.3475,0.967512,5.560674,3.99322,9.7e-05,4828.141,2.740867,28.46527
B0007,34,1.836828,24.0,91.8414,0.964117,5.529728,3.988983,9.7e-05,4870.953,2.768334,28.200378
B0007,35,1.837162,24.0,91.8581,0.963702,5.488761,3.99322,9.8e-05,4874.11,2.967097,28.459241
B0007,36,1.831672,24.0,91.5836,0.961348,5.42018,3.988983,9.8e-05,4847.953,2.781992,28.634606
B0007,37,1.821147,24.0,91.0574,0.959065,5.464748,3.984746,9.8e-05,4839.172,2.807097,28.36439
B0007,38,1.816506,24.0,90.8253,0.953613,5.414603,3.997458,9.9e-05,4920.797,2.793622,28.159421
B0007,39,1.811382,24.0,90.5691,0.949845,5.417261,3.988983,9.9e-05,4940.985,2.687008,28.013073
B0007,40,1.811606,24.0,90.5803,0.94907,5.345155,3.997458,9.9e-05,4921.86,2.856886,28.536212
B0007,41,1.806055,24.0,90.3027,0.948175,5.472019,3.988983,0.0001,4885.563,2.749317,28.941934
B0007,42,1.813204,24.0,90.6602,0.944799,5.176055,3.988983,0.0001,4900.672,2.730158,28.845042
B0007,43,1.806264,24.0,90.3132,0.970335,5.400755,3.988983,9.7e-05,4920.453,3.896891,28.650269
B0007,44,1.795831,24.0,89.7916,0.947907,5.291604,3.988983,0.0001,4934.578,2.738692,28.293153
B0007,45,1.785885,24.0,89.2943,0.943609,5.210215,3.99322,0.0001,4992.797,2.773934,28.158219
B0007,46,1.780327,24.0,89.0163,0.939066,5.270252,3.988983,0.0001,5001.141,2.734525,28.140523
B0007,47,1.815076,24.0,90.7538,0.964789,5.31476,3.99322,9.7e-05,4880.671,3.809816,28.75986
B0007,48,1.815703,24.0,90.7851,0.95879,5.484179,3.988983,0.0001,4642.469,2.954726,30.837344
B0007,49,1.800243,24.0,90.0122,0.952449,5.33925,3.942373,0.0001,4720.266,2.944766,30.25618
B0007,50,1.790448,24.0,89.5224,0.946136,5.327085,3.988983,0.0001,4807.563,2.928473,29.511842
B0007,51,1.780343,24.0,89.0172,0.941081,5.37525,3.988983,0.000101,4885.297,2.838735,29.200173
B0007,52,1.775329,24.0,88.7664,0.936111,5.103045,3.988983,0.000101,4931.359,2.841711,29.003661
B0007,53,1.770263,24.0,88.5131,0.933727,5.306052,3.950847,0.000101,4927.438,2.805041,29.209814
B0007,54,1.760081,24.0,88.0041,0.929713,5.114342,3.950847,0.000102,4951.047,2.71052,29.180418
B0007,55,1.749648,24.0,87.4824,0.924986,5.185163,3.99322,0.000102,4983.454,2.762505,29.118448
B0007,56,1.74965,24.0,87.4825,0.923054,5.128635,3.99322,0.000102,5027.437,2.638,28.99357
B0007,57,1.745029,24.0,87.2514,0.919872,5.042522,3.99322,0.000103,5009.235,2.710715,28.966043
B0007,58,1.739646,24.0,86.9823,0.917126,5.010436,3.99322,0.000103,5051.25,2.725804,29.376515
B0007,59,1.728564,24.0,86.4282,0.913143,5.065598,3.997458,0.000104,5026.891,2.667564,29.326965
B0007,60,1.7239,24.0,86.195,0.90914,5.008792,3.988983,0.000104,5074.141,2.574266,29.227532
B0007,61,1.713979,24.0,85.6989,0.905468,4.88827,3.997458,0.000105,5134.937,2.59414,29.12071
B0007,62,1.71397,24.0,85.6985,0.901686,4.865996,3.997458,0.000105,5129.734,2.60097,29.023106
B0007,63,1.703652,24.0,85.1826,0.898052,4.86831,3.988983,0.000106,5132.297,2.587451,29.465744
B0007,64,1.704014,24.0,85.2007,0.894108,4.894775,3.99322,0.000106,5112.828,2.278964,29.509744
B0007,65,1.693572,24.0,84.6786,0.891039,4.911487,3.997458,0.000106,5161.781,2.452605,29.387918
B0007,66,1.687658,24.0,84.3829,0.88593,4.814947,3.99322,0.000107,5162.265,2.452571,29.246316
B0007,67,1.683074,24.0,84.1537,0.880732,4.810004,3.988983,0.000107,5225.547,2.44721,29.172753
B0007,68,1.677927,24.0,83.8964,0.877233,4.749171,3.99322,0.000108,5208.75,2.414587,29.21476
B0007,69,1.673206,24.0,83.6603,0.873107,4.63511,4.005932,0.000108,5248.516,2.441702,29.262929
B0007,70,1.667437,24.0,83.3718,0.868838,4.820716,3.997458,0.000109,5271.5,2.404038,29.246356
B0007,71,1.662266,24.0,83.1133,0.865905,4.645219,3.984746,0.000109,5289.375,2.389161,29.246891
B0007,72,1.657424,24.0,82.8712,0.861767,4.595488,3.984746,0.00011,5341.094,2.367894,29.227148
B0007,73,1.652539,24.0,82.6269,0.858555,4.590366,3.99322,0.00011,5317.016,2.34392,29.242581
B0007,74,1.647217,24.0,82.3609,0.854592,4.701763,3.988983,0.000111,5359.5,2.367517,29.205805
B0007,75,1.636414,24.0,81.8207,0.849657,4.604257,4.001695,0.000111,5379.86,2.299446,29.150275
B0007,76,1.636255,24.0,81.8128,0.844406,4.567202,3.99322,0.000112,5376.359,2.262497,29.069744
B0007,77,1.641119,24.0,82.056,0.857858,4.624934,3.980508,0.000109,5393.359,3.58357,29.345337
B0007,78,1.63157,24.0,81.5785,0.84521,4.592626,3.99322,0.000112,5387.703,2.307455,29.227319
B0007,79,1.621213,24.0,81.0607,0.835444,4.498373,4.001695,0.000113,5460.219,2.276621,28.734579
B0007,80,1.616427,24.0,80.8214,0.830456,4.399848,3.988983,0.000113,5462.75,2.319866,28.661366
B0007,81,1.615824,24.0,80.7912,0.828205,4.522521,3.997458,0.000114,5502.328,2.324908,29.001402
B0007,82,1.616724,24.0,80.8362,0.828595,4.421642,3.99322,0.000114,5471.64,2.306838,29.537311
B0007,83,1.610866,24.0,80.5433,0.824123,4.427822,3.99322,0.000114,5480.266,2.244688,29.488543
B0007,84,1.60066,24.0,80.033,0.819254,4.404661,3.988983,0.000115,5446.937,2.213321,29.344957
B0007,85,1.595917,24.0,79.7959,0.812588,4.305011,4.001695,0.000116,5527.922,2.116602,28.997287
B0007,86,1.596218,24.0,79.8109,0.811292,4.423283,3.997458,0.000116,5585.625,2.288333,28.942765
B0007,87,1.595807,24.0,79.7903,0.809278,4.370457,4.001695,0.000116,5535.156,2.243398,29.435653
B0007,88,1.590651,24.0,79.5325,0.807741,4.297668,4.001695,0.000117,5522.578,2.210806,29.629351
B0007,89,1.625994,24.0,81.2997,0.851089,4.670482,4.005932,0.00011,5391.047,3.693179,29.492382
B0007,90,1.615743,24.0,80.7872,0.842157,4.467759,3.99322,0.000112,5355.407,2.365729,30.056355
B0007,91,1.605663,24.0,80.2831,0.832905,4.511874,4.001695,0.000113,5397.36,2.263256,29.921715
B0007,92,1.594975,24.0,79.7487,0.824652,4.384658,3.997458,0.000114,5396.844,2.229802,29.685947
B0007,93,1.59041,24.0,79.5205,0.815918,4.373503,4.001695,0.000115,5464.531,2.234702,29.528939
B0007,94,1.585352,24.0,79.2676,0.811119,4.333407,4.001695,0.000116,5516.953,2.213549,29.48926
B0007,95,1.579974,24.0,78.9987,0.807593,4.353377,4.001695,0.000116,5440.765,2.202373,29.555664
B0007,96,1.575219,24.0,78.7609,0.803933,4.323779,4.001695,0.000117,5524.891,2.189782,29.573585
B0007,97,1.569798,24.0,78.4899,0.799807,4.215899,4.010169,0.000118,5532.219,2.175234,29.574505
B0007,98,1.570257,24.0,78.5128,0.795883,4.233601,3.997458,0.000118,5553.969,2.17878,29.597025
B0007,99,1.56525,24.0,78.2625,0.79244,4.326196,4.010169,0.000119,5548.031,2.190722,29.608388
B0007,100,1.559634,24.0,77.9817,0.791148,4.273426,4.005932,0.000119,5594.031,2.135177,29.610573
B0007,101,1.564982,24.0,78.2491,0.786774,4.190478,4.018644,0.000119,5589.641,2.120564,29.581958
B0007,102,1.574979,24.0,78.749,0.805185,4.367966,4.005932,0.000115,5635.406,3.430942,29.869816
B0007,103,1.565281,24.0,78.2641,0.798483,4.217803,3.997458,0.000118,5570.469,2.189764,30.286248
B0007,104,1.559755,24.0,77.9878,0.792904,4.240919,4.005932,0.000119,5539.781,2.147834,30.115366
B0007,105,1.549898,24.0,77.4949,0.784136,4.185297,4.005932,0.00012,5583.437,2.149905,29.940843
B0007,106,1.543877,24.0,77.1939,0.779683,4.262302,4.005932,0.00012,5611.219,2.125098,29.783065
B0007,107,1.545019,24.0,77.2509,0.776034,4.127188,4.010169,0.000121,5636.75,2.168114,29.877944
B0007,108,1.544594,24.0,77.2297,0.776046,4.090969,4.005932,0.000121,5633.75,2.175277,30.197015
B0007,109,1.534309,24.0,76.7154,0.771082,4.141208,4.005932,0.000122,5620.969,2.099394,30.16492
B0007,110,1.52876,24.0,76.438,0.765507,4.134461,4.010169,0.000122,5655.797,2.102215,29.809178
B0007,111,1.528926,24.0,76.4463,0.762074,4.096387,3.997458,0.000123,5713.703,2.149076,29.89283
B0007,112,1.529092,24.0,76.4546,0.761265,4.080205,4.001695,0.000123,5654.969,2.134554,30.164464
B0007,113,1.523906,24.0,76.1953,0.762253,4.047742,4.005932,0.000123,5609.531,2.050216,30.306727
B0007,114,1.518668,24.0,75.9334,0.757505,4.09684,3.988983,0.000123,5676.688,2.056497,30.10907
B0007,115,1.513648,24.0,75.6824,0.751433,4.005857,4.014407,0.000124,5703.672,2.031932,29.882841
B0007,116,1.513605,24.0,75.6803,0.747721,3.984901,4.010169,0.000125,5752.25,2.075364,29.861275
B0007,117,1.513947,24.0,75.6974,0.748157,3.960244,3.997458,0.000125,5713.719,2.095126,30.190535
B0007,118,1.53396,24.0,76.698,0.748336,3.949847,4.010169,0.000125,5697.078,2.077376,30.514708
B0007,119,1.539137,24.0,76.9569,0.77973,4.227545,4.010169,0.000119,5708.781,2.862642,30.118987
B0007,120,1.523625,24.0,76.1812,0.765878,4.199175,4.001695,0.000122,5610.813,2.079446,30.279996
B0007,121,1.513581,24.0,75.6791,0.757865,3.9835,4.005932,0.000123,5615.234,2.017085,29.884417
B0007,122,1.507785,24.0,75.3893,0.748619,3.986508,4.027119,0.000125,5719.016,2.046357,29.63091
B0007,123,1.503196,24.0,75.1598,0.743389,3.964006,4.001695,0.000125,5712.703,2.051199,29.59813
B0007,124,1.497822,24.0,74.8911,0.7396,3.96911,4.014407,0.000126,5767.641,2.027811,29.564284
B0007,125,1.492849,24.0,74.6424,0.734559,3.883335,4.005932,0.000126,5764.125,2.028977,29.569687
B0007,126,1.492414,24.0,74.6207,0.730753,3.933491,4.022881,0.000127,5755.375,2.020155,29.477072
B0007,127,1.487483,24.0,74.3741,0.72493,3.890552,4.018644,0.000128,5753.329,1.987566,29.374915
B0007,128,1.482535,24.0,74.1268,0.724757,3.840405,4.005932,0.000128,5796.204,1.987687,29.358312
B0007,129,1.482787,24.0,74.1394,0.720799,3.934721,4.014407,0.000128,5793.891,2.001942,29.383572
B0007,130,1.476971,24.0,73.8486,0.717013,3.789596,4.022881,0.000129,5806.594,2.018945,29.380641
B0007,131,1.481902,24.0,74.0951,0.714341,3.878824,4.014407,0.000129,5859.203,1.987974,29.307071
B0007,132,1.498137,24.0,74.9068,0.730912,4.021333,4.005932,0.000124,5929.375,3.239319,29.669057
B0007,133,1.482078,24.0,74.1039,0.721602,3.827762,4.018644,0.00013,5683.219,0.805309,30.050888
B0007,134,1.477116,24.0,73.8558,0.720084,3.863545,4.010169,0.000128,5808.61,1.976007,29.649443
B0007,135,1.472077,24.0,73.6039,0.714576,3.801887,4.022881,0.000129,5853.859,1.904852,29.390819
B0007,136,1.472248,24.0,73.6124,0.71132,3.770109,4.022881,0.00013,5840.547,1.984149,29.386941
B0007,137,1.467011,24.0,73.3505,0.709967,3.77802,4.018644,0.00013,5792.078,1.999556,29.7326
B0007,138,1.461767,24.0,73.0884,0.708463,3.818698,4.014407,0.00013,5827.25,1.976432,29.774982
B0007,139,1.456695,24.0,72.8348,0.702681,3.782259,4.010169,0.000131,5857.984,1.951063,29.490552
B0007,140,1.451355,24.0,72.5677,0.695729,3.797461,4.018644,0.000132,5872.515,1.920802,29.190164
B0007,141,1.451616,24.0,72.5808,0.692675,3.811912,4.010169,0.000133,5911.718,1.992429,29.208672
B0007,142,1.446816,24.0,72.3408,0.692695,3.751656,4.018644,0.000133,5849.266,1.936526,29.45361
B0007,143,1.446757,24.0,72.3379,0.688869,3.683447,4.031356,0.000133,5895.969,1.958012,29.400216
B0007,144,1.44138,24.0,72.069,0.68514,3.666184,4.014407,0.000134,5965.89,1.93778,29.113407
B0007,145,1.436246,24.0,71.8123,0.679671,3.629683,4.005932,0.000135,5998.297,1.947756,28.907802
B0007,146,1.436815,24.0,71.8408,0.676083,3.610257,4.027119,0.000135,5974.125,1.985159,28.994034
B0007,147,1.436295,24.0,71.8147,0.677229,3.652779,4.014407,0.000135,5950.562,1.961625,29.236235
B0007,148,1.441858,24.0,72.0929,0.67489,3.61208,4.022881,0.000135,5959.75,1.945583,29.260162
B0007,149,1.467206,24.0,73.3603,0.682821,3.936843,4.031356,0.000129,6094.609,3.426265,28.954664
B0007,150,1.451864,24.0,72.5932,0.703579,3.786153,4.022881,0.000131,5873.391,1.967129,29.429436
B0007,151,1.447138,24.0,72.3569,0.694774,3.71732,4.027119,0.000132,5891.125,1.934315,29.365755
B0007,152,1.441791,24.0,72.0895,0.685848,3.689315,4.022881,0.000134,5890.547,1.948957,29.181562
B0007,153,1.431631,24.0,71.5815,0.680477,3.627421,4.027119,0.000134,5919.484,1.974964,29.110619
B0007,154,1.431808,24.0,71.5904,0.675964,3.63605,4.014407,0.000135,5918.422,1.94861,29.065552
B0007,155,1.426256,24.0,71.3128,0.674535,3.697283,4.031356,0.000136,5930.953,1.953557,29.045853
B0007,156,1.426088,24.0,71.3044,0.669303,3.674816,4.027119,0.000136,5925.953,1.969633,29.056183
B0007,157,1.421263,24.0,71.0632,0.665248,3.703838,4.035593,0.000137,5970.063,1.942897,28.985323
B0007,158,1.416327,24.0,70.8164,0.663593,3.665939,4.022881,0.000137,5934.859,1.949238,29.028143
B0007,159,1.416578,24.0,70.8289,0.660923,3.5557,4.035593,0.000138,5963.125,1.983216,29.068829
B0007,160,1.41084,24.0,70.542,0.660667,3.580191,4.031356,0.000138,5955.657,1.949593,29.117314
B0007,161,1.410995,24.0,70.5497,0.655665,3.535798,4.014407,0.000139,5976.922,1.954072,29.085225
B0007,162,1.406171,24.0,70.3086,0.654065,3.51859,4.027119,0.000139,5970.594,1.957044,29.02105
B0007,163,1.406336,24.0,70.3168,0.65018,3.608104,4.027119,0.000139,6012.453,1.984924,29.067549
B0007,164,1.400455,24.0,70.0228,0.649695,3.508566,4.052542,0.00014,5971.579,1.968504,29.140095
B0007,165,1.421787,24.0,71.0893,0.645984,3.5412,4.031356,0.00014,5973.093,1.959813,29.162879
B0007,166,1.432455,24.0,71.6228,0.67042,3.811691,4.022881,0.000133,6134.438,2.62602,28.656686
B0018,1,1.843196,24.0,92.1598,0.997064,5.730624,4.001695,9.4e-05,5239.032,3.595761,28.630658
B0018,2,1.839602,24.0,91.9801,0.963523,5.498812,4.001695,9.9e-05,4737.187,2.36658,28.510311
B0018,3,1.830674,24.0,91.5337,0.959669,5.417905,4.005932,9.9e-05,5018.25,2.32174,27.94743
B0018,4,1.8327,24.0,91.635,0.979042,5.40113,4.005932,9.6e-05,5129.36,3.71636,28.18235
B0018,5,1.828529,24.0,91.4264,0.90512,4.858292,3.988983,0.000108,4808.625,-0.782358,36.186651
B0018,6,1.821201,24.0,91.0601,0.901137,4.822367,3.997458,0.000108,4866.579,-0.843447,36.139354
B0018,7,1.81517,24.0,90.7585,0.895193,4.729219,3.99322,0.000109,4943.047,-0.868749,35.464206
B0018,8,1.804298,24.0,90.2149,0.889692,4.761629,3.99322,0.000109,4980.89,-0.934529,35.219778
B0018,9,1.8231,24.0,91.155,0.96706,5.321205,4.010169,9.7e-05,5112.187,3.532338,27.550808
B0018,10,1.812125,24.0,90.6063,0.897397,4.862293,3.99322,0.000109,4779.718,-0.804368,35.443329
B0018,11,1.804692,24.0,90.2346,0.892587,4.776723,3.99322,0.000109,4795.562,-0.86573,35.517942
B0018,12,1.790844,24.0,89.5422,0.886374,4.818981,3.99322,0.00011,4892.391,-0.943743,35.081543
B0018,13,1.783471,24.0,89.1735,0.879096,4.716399,3.99322,0.000111,4822.344,-1.032785,34.460585
B0018,14,1.780939,24.0,89.0469,0.944894,5.178915,3.963559,0.0001,4965.765,3.278648,27.337713
B0018,15,1.771209,24.0,88.5605,0.873177,4.626265,3.988983,0.000112,4775.25,-0.95399,34.690433
B0018,16,1.76863,24.0,88.4315,0.871451,4.59852,3.988983,0.000112,4927.953,-0.92832,35.105681
B0018,17,1.75363,24.0,87.6815,0.864719,4.497939,3.988983,0.000113,4903.703,-1.080593,35.055335
B0018,18,1.74622,24.0,87.311,0.857812,4.51689,4.001695,0.000114,5024.813,-1.106866,34.250233
B0018,19,1.737665,24.0,86.8832,0.905995,5.006527,3.959322,0.000106,5164.75,2.148413,27.304849
B0018,20,1.731517,24.0,86.5758,0.845501,4.403681,3.997458,0.000115,5007.5,-1.319702,33.745085
B0018,21,1.708595,24.0,85.4297,0.83891,4.412662,3.997458,0.000116,5025.016,-1.300562,33.430444
B0018,22,1.71147,24.0,85.5735,0.835859,4.399273,3.997458,0.000117,4952.172,-1.22731,33.175686
B0018,23,1.707502,24.0,85.3751,0.828597,4.384664,4.001695,0.000117,4998.469,-1.37075,33.25753
B0018,24,1.749238,24.0,87.4619,0.904768,5.034694,3.972034,0.000104,4933.094,3.261693,26.46364
B0018,25,1.73277,24.0,86.6385,0.847332,4.427516,3.997458,0.000115,5014.859,-1.06264,33.774955
B0018,26,1.722231,24.0,86.1116,0.841336,4.420282,4.005932,0.000116,4642.235,-1.076511,34.426434
B0018,27,1.711846,24.0,85.5923,0.836611,4.357011,3.955085,0.000117,4918.234,-1.118722,34.358605
B0018,28,1.699268,24.0,84.9634,0.828423,4.308717,3.959322,0.000118,4933.266,-1.217368,34.202408
B0018,29,1.694037,24.0,84.7018,0.872309,4.716087,3.959322,0.00011,5210.938,2.108266,27.962965
B0018,30,1.681903,24.0,84.0951,0.814949,4.21663,4.001695,0.00012,4964.453,-1.33982,33.690112
B0018,31,1.676977,24.0,83.8489,0.807935,4.12242,4.001695,0.000121,4954.0,-1.347946,33.651128
B0018,32,1.665523,24.0,83.2761,0.804224,4.114484,4.001695,0.000121,5174.938,-1.367323,34.065731
B0018,33,1.657192,24.0,82.8596,0.79836,4.069459,3.997458,0.000122,5169.281,-1.417444,34.043827
B0018,34,1.648224,24.0,82.4112,0.840276,4.51269,4.010169,0.000114,5383.735,1.99663,28.007673
B0018,35,1.63877,24.0,81.9385,0.783999,3.990266,4.010169,0.000124,5128.671,-1.5894,33.646854
B0018,36,1.627649,24.0,81.3824,0.776488,3.963314,4.010169,0.000126,5254.797,-1.671389,33.54043
B0018,37,1.622154,24.0,81.1077,0.770405,3.910859,4.005932,0.000127,5359.39,-1.58127,33.067787
B0018,38,1.614007,24.0,80.7003,0.766058,3.841962,4.010169,0.000127,5369.031,-1.650957,33.705775
B0018,39,1.676052,24.0,83.8026,0.836037,4.617137,3.976271,0.000111,5378.688,3.077627,26.955933
B0018,40,1.649301,24.0,82.465,0.797051,4.272139,4.005932,0.000122,5106.782,-1.434452,34.021946
B0018,41,1.632383,24.0,81.6191,0.782849,4.039279,3.997458,0.000124,5178.953,-1.495415,33.355974
B0018,42,1.616416,24.0,80.8208,0.769569,3.910216,4.022881,0.000127,5253.89,-1.703549,33.32081
